"MetaCyc"	meta
"Oenococcus kitaharae DSM 17330"	okit1045004
"Oenococcus kitaharae DSM 17330"	gcf_000241055
"Oenococcus oeni ATCC BAA-1163"	ooen379360
"Oenococcus oeni AWRIB202"	ooen1160703
"Oenococcus oeni AWRIB568"	ooen1206774
"Oenococcus oeni AWRIB576"	ooen1206775
"Oenococcus oeni PSU-1"	ooen203123
"Oerskovia turbata"	gcf_000718325
"Oleispira antarctica RB-8"	gcf_000967895
"Oligella ureolytica DSM 18253"	gcf_000373745
"Oligella urethralis DSM 7531"	gcf_000372065
"Oligotropha carboxidovorans OM4"	ocar1031710
"Oligotropha carboxidovorans OM5"	ocar504832
"Olivibacter sitiensis DSM 17696"	gcf_000427965
"Olleya marilimosa CAM030"	gcf_000518485
"Olsenella profusa F0195"	gcf_000468755
"Olsenella sp. oral taxon 809 F0356"	osp661087-hmp
"Olsenella uli DSM 7084"	ouli633147
"Onion yellows phytoplasma OY-M"	oyel262768
"Opitutaceae bacterium TAV1"	obac278956
"Opitutaceae bacterium TAV5"	obac794903
"Opitutaceae bacterium TAV5"	gcf_000242935
"Opitutus terrae PB90-1"	oter452637
"Orenia marismortui DSM 5156"	gcf_000379025
"Oribacterium asaccharolyticum ACB7"	osp796944-hmp
"Oribacterium parvum ACB1"	osp796943-hmp
"Oribacterium parvum ACB1"	gcf_000238055
"Oribacterium sinus F0268"	osin585501-hmp
"Oribacterium sp. oral taxon 078 F0262"	osp608534-hmp
"Oribacterium sp. oral taxon 108 F0425"	osp904296-hmp
"Orientia tsutsugamushi Boryong"	otsu357244
"Orientia tsutsugamushi Ikeda"	otsu334380
"Ornithinibacillus scapharcae TW25"	gcf_000190475
"Ornithinimicrobium pekingense DSM 21552"	gcf_000421185
"Ornithobacterium rhinotracheale DSM 15997"	orhi867902
"Oscillatoria acuminata PCC 6304"	oacu56110
"Oscillatoria nigro-viridis PCC 7112"	onig179408
"Oscillatoriales cyanobacterium JSC-12"	ocya864702
"Oscillibacter ruminantium GH1"	gcf_000307265
"Oscillibacter valericigenes Sjm18-20"	oval693746
"Oscillochloris trichoides DG-6"	gcf_000152145
"Ottowia thiooxydans DSM 14619"	gcf_000422885
"Owenweeksia hongkongensis DSM 17368"	ohon926562
"Oxalobacter formigenes HOxBLS"	ofor556268-hmp
"Oxalobacter formigenes OXCC13"	ofor556269-hmp
"Paenibacillus alginolyticus DSM 5050 = NBRC 15375"	gcf_000422905
"Paenibacillus alvei DSM 29"	palv1206781
"Paenibacillus assamensis DSM 18201"	gcf_000422445
"Paenibacillus barengoltzii G22"	gcf_000403375
"Paenibacillus beijingensis"	gcf_000961095
"Paenibacillus borealis"	gcf_000758665
"Paenibacillus chitinolyticus NBRC 15660"	gcf_000739915
"Paenibacillus curdlanolyticus YK9"	pcur717606
"Paenibacillus daejeonensis DSM 15491"	gcf_000378385
"Paenibacillus darwinianus"	gcf_000598065
"Paenibacillus dendritiformis C454"	gcf_000245555
"Paenibacillus durus"	gcf_000756615
"Paenibacillus durus ATCC 35681"	gcf_000993825
"Paenibacillus ehimensis A2"	gcf_000612225
"Paenibacillus elgii B69"	pelg1007103
"Paenibacillus fonticola DSM 21315"	gcf_000381905
"Paenibacillus ginsengihumi DSM 21568"	gcf_000380965
"Paenibacillus graminis"	gcf_000758705
"Paenibacillus harenae DSM 16969"	gcf_000422465
"Paenibacillus lactis 154"	plac743719
"Paenibacillus larvae larvae DSM 25430"	plar697284
"Paenibacillus massiliensis 2301065 = DSM 16942"	gcf_000377505
"Paenibacillus mucilaginosus 3016"	pmuc1116391
"Paenibacillus mucilaginosus K02"	pmuc997761
"Paenibacillus mucilaginosus KNP414"	pmuc1036673
"Paenibacillus odorifer"	gcf_000758725
"Paenibacillus pasadenensis DSM 19293"	gcf_000422485
"Paenibacillus peoriae KCTC 3763"	ppeo1087481
"Paenibacillus pini JCM 16418"	gcf_000576305
"Paenibacillus pinihumi DSM 23905 = JCM 16419"	gcf_000422505
"Paenibacillus polymyxa CR1"	ppol1429244
"Paenibacillus polymyxa E681"	ppol349520
"Paenibacillus polymyxa M1"	ppol1052684
"Paenibacillus polymyxa SC2"	ppol886882
"Paenibacillus popilliae ATCC 14706"	gcf_000315235
"Paenibacillus riograndensis SBR5"	gcf_000981585
"Paenibacillus sabinae T27"	gcf_000612505
"Paenibacillus sanguinis 2301083 = DSM 16941"	gcf_000374825
"Paenibacillus senegalensis JC66"	psp1033743
"Paenibacillus senegalensis JC66"	gcf_000285515
"Paenibacillus sophorae S27"	gcf_000520675
"Paenibacillus sp. HGF5"	psp908341-hmp
"Paenibacillus sp. HGF7"	psp944559-hmp
"Paenibacillus sp. JDR-2"	psp324057
"Paenibacillus sp. oral taxon 786 D14"	psp621372-hmp
"Paenibacillus sp. Y412MC10"	psp481743
"Paenibacillus stellifer"	gcf_000758685
"Paenibacillus taiwanensis DSM 18679"	gcf_000425125
"Paenibacillus terrae HPL-003"	pter985665
"Paenibacillus terrigena DSM 21567"	gcf_000374845
"Paenibacillus vortex V453"	gcf_000193415
"Paenibacillus wynnii"	gcf_000757885
"Paenirhodobacter enshiensis"	gcf_000740785
"Paludibacter propionicigenes WB4"	ppro694427
"Paludibacterium yongneupense DSM 18731"	gcf_000422925
"Pandoraea apista"	papi93218
"Pandoraea apista"	gcf_000826965
"Pandoraea oxalativorans"	gcf_000972785
"Pandoraea pnomenusa 3kgm"	ppno1416914
"Pandoraea pulmonicola"	gcf_000815105
"Pandoraea sp. RB-44"	psp1380774
"Pandoraea sputorum"	gcf_000814845
"Pandoraea vervacti"	gcf_000934605
"Pannonibacter phragmitetus DSM 14782"	gcf_000382365
"Pantoea ananatis AJ13355"	pana932677
"Pantoea ananatis LMG 20103"	pana706191
"Pantoea ananatis LMG 5342"	pana1123863
"Pantoea ananatis PA13"	pana1095774
"Pantoea dispersa EGD-AAK13"	gcf_000465555
"Pantoea rwandensis"	gcf_000759475
"Pantoea sp. At-9b"	psp592316
"Pantoea sp. GM01"	psp1144320
"Pantoea sp. PSNIH1"	gcf_000784875
"Pantoea sp. PSNIH2"	gcf_000784965
"Pantoea stewartii stewartii DC283"	pste660596
"Pantoea vagans C9-1"	pvag712898
"Parabacteroides distasonis ATCC 8503"	pdis435591
"Parabacteroides distasonis CL03T12C09"	pdis999416-hmp
"Parabacteroides distasonis CL09T03C24"	pdis999417-hmp
"Parabacteroides goldsteinii CL02T12C30"	pgol999418-hmp
"Parabacteroides gordonii DSM 23371"	gcf_000428565
"Parabacteroides johnsonii CL02T12C29"	pjoh999419-hmp
"Parabacteroides merdae CL03T12C32"	pmer999420-hmp
"Parabacteroides merdae CL09T00C40"	pmer999421-hmp
"Parabacteroides sp. 20_3"	bsp469591-hmp
"Parabacteroides sp. D13"	psp563193-hmp
"Parabacteroides sp. D25"	psp658661-hmp
"Parachlamydia acanthamoebae Halls coccus"	paca159254
"Parachlamydia acanthamoebae UV-7"	paca765952
"Paracoccus aminophilus JCM 7686"	pami1367847
"Paracoccus denitrificans PD1222"	pden318586
"Paracoccus halophilus"	gcf_000763905
"Paracoccus pantotrophus J46"	gcf_000518905
"Paracoccus sp. TRP"	psp412597
"Paracoccus sphaerophysae"	gcf_000763805
"Paracoccus yeei ATCC BAA-599"	gcf_000622145
"Paracoccus zeaxanthinifaciens ATCC 21588"	gcf_000420145
"Paraglaciecola polaris LMG 21857"	gcf_000315055
"Paraoerskovia marina DSM 21750"	gcf_000701465
"Paraprevotella clara YIT 11840"	pcla762968-hmp
"Paraprevotella xylaniphila YIT 11841"	pxyl762982-hmp
"Parascardovia denticolens DSM 10105 = JCM 12538"	pden864564-hmp
"Parascardovia denticolens F0305"	pden641144-hmp
"Parasutterella excrementihominis YIT 11859"	pexc762966-hmp
"Parvibaculum lavamentivorans DS-1"	plav402881
"Parvimonas micra"	gcf_000800295
"Parvimonas micra ATCC 33270"	gcf_000154405
"Parvimonas sp. oral taxon 110 F0139"	psp767100-hmp
"Parvimonas sp. oral taxon 393 F0440"	psp944565-hmp
"Parvularcula bermudensis HTCC2503"	pber314260
"Parvularcula oceani"	gcf_000733125
"Pasteurella bettyae CCUG 2042"	gcf_000262245
"Pasteurella dagmatis ATCC 43325"	pdag667128-hmp
"Pasteurella multocida 36950"	pmul1075089
"Pasteurella multocida multocida 3480"	pmul584721
"Pasteurella multocida multocida HN06"	pmul1132496
"Pasteurella multocida multocida Pm70"	pmul272843
"Patulibacter americanus DSM 16676"	gcf_000420025
"Patulibacter medicamentivorans"	gcf_000240225
"Patulibacter minatonensis DSM 18081"	gcf_000519325
"Paucisalibacillus globulus DSM 18846"	gcf_000482485
"Pectobacterium atrosepticum SCRI1043"	patr218491
"Pectobacterium carotovorum carotovorum PC1"	pcar561230
"Pectobacterium carotovorum carotovorum PCC21"	pcar1218933
"Pectobacterium sp. SCC3193"	psp1166016
"Pectobacterium wasabiae WPP163"	pwas561231
"Pediococcus acidilactici 7_4"	paci563194-hmp
"Pediococcus acidilactici DSM 20284"	paci862514-hmp
"Pediococcus acidilactici MA18/5M"	paci1080365
"Pediococcus claussenii ATCC BAA-344"	pcla701521
"Pediococcus lolii NGRI 0510Q"	plol1229281
"Pediococcus pentosaceus ATCC 25745"	ppen278197
"Pediococcus pentosaceus SL4"	ppen1408206
"Pedobacter antarcticus 4BY"	gcf_000722885
"Pedobacter arcticus A12"	gcf_000302595
"Pedobacter borealis DSM 19626"	gcf_000708285
"Pedobacter glucosidilyticus DSM 23534"	gcf_000425145
"Pedobacter heparinus DSM 2366"	phep485917
"Pedobacter oryzae DSM 19973"	gcf_000422945
"Pedosphaera parvula Ellin514"	gcf_000172555
"Pelagibaca bermudensis HTCC2601"	gcf_000153725
"Pelagibacterium halotolerans B2"	phal1082931
"Pelobacter carbinolicus DSM 2380"	pcar338963
"Pelobacter propionicus DSM 2379"	ppro338966
"Pelobacter seleniigenes DSM 18267"	gcf_000711225
"Pelodictyon phaeoclathratiforme BU-1"	ppha324925
"Pelosinus fermentans DSM 17108"	gcf_000271485
"Pelosinus fermentans JBW45"	gcf_000271665
"Pelosinus sp. UFO1"	gcf_000725345
"Pelotomaculum thermopropionicum SI"	pthe370438
"Penicillium rubens Wisconsin 54-1255"	pchr
"Peptoclostridium difficile"	gcf_000953275
"Peptoclostridium difficile 002-P50-2011"	cdif997827-hmp
"Peptoclostridium difficile 050-P50-2011"	cdif997828-hmp
"Peptoclostridium difficile 630"	pdif272563
"Peptoclostridium difficile 70-100-2010"	cdif1002369-hmp
"Peptoclostridium difficile CD196"	pdif645462
"Peptoclostridium difficile NAP07"	cdif525258-hmp
"Peptoclostridium difficile NAP08"	cdif525259-hmp
"Peptoclostridium difficile R20291"	pdif645463
"Peptoniphilus duerdenii ATCC BAA-1640"	pdue862517-hmp
"Peptoniphilus grossensis ph5"	gcf_000311825
"Peptoniphilus harei ACS-146-V-Sch2b"	phar908338-hmp
"Peptoniphilus indolicus ATCC 29427"	pind997350-hmp
"Peptoniphilus lacrimalis 315-B"	plac596330-hmp
"Peptoniphilus obesi ph1"	gcf_000311865
"Peptoniphilus rhinitidis 1-13"	gcf_000246925
"Peptoniphilus sp. 1-1"	gcf_000952975
"Peptoniphilus sp. oral taxon 375 F0436"	psp879308-hmp
"Peptoniphilus sp. oral taxon 386 F0131"	psp575609-hmp
"Peptoniphilus sp. oral taxon 836 F0141"	psp768724-hmp
"Peptoniphilus timonensis JC401"	gcf_000312025
"Peptostreptococcaceae bacterium ACC19a"	ebac796937-hmp
"Peptostreptococcaceae bacterium AS15"	esp1115804
"Peptostreptococcaceae bacterium CM2"	ebac796939-hmp
"Peptostreptococcaceae bacterium CM5"	ebac796940-hmp
"Peptostreptococcus anaerobius 653-L"	pana596329-hmp
"Peptostreptococcus anaerobius VPI 4330 = DSM 2949"	pana1035196-hmp
"Peptostreptococcus stomatis DSM 17678"	psto596315-hmp
"Perlucidibaca piscinae DSM 21586"	gcf_000420045
"Persephonella marina EX-H1"	pmar123214
"Petrotoga mobilis SJ95"	pmob403833
"Phaeobacter gallaeciensis 2.10"	pgal383629
"Phaeobacter gallaeciensis DSM 26640"	pgal1423144
"Phaeobacter inhibens DSM 17395"	pinh391619
"Phaeodactylibacter xiamenensis"	gcf_000759025
"Phaeospirillum molischianum DSM 120"	gcf_000294655
"Phascolarctobacterium succinatutens YIT 12067"	psuc626939-hmp
"Phaseolibacter flectens ATCC 12775"	gcf_000518745
"Phenylobacterium zucineum HLK1"	pzuc450851
"Photobacterium angustum S14"	pang314292
"Photobacterium damselae damselae CIP 102761"	pdam675817
"Photobacterium gaetbulicola Gung47"	gcf_000940995
"Photobacterium halotolerans DSM 18316"	gcf_000425165
"Photobacterium leiognathi mandapamensis svers.1.1."	plei1001530
"Photobacterium phosphoreum ANT-2200"	gcf_000613045
"Photobacterium profundum 3TCK"	ppro314280
"Photobacterium profundum SS9"	ppro298386
"Photorhabdus asymbiotica"	pasy291112
"Photorhabdus luminescens laumondii TTO1"	plum243265
"Photorhabdus temperata khanii NC19"	gcf_000517265
"Phycicoccus jejuensis"	gcf_000720925
"Phycisphaera mikurensis NBRC 102666"	pmik1142394
"Picrophilus torridus DSM 9790"	ptor263820
"Pimelobacter simplex"	gcf_000785495
"Pirellula staleyi DSM 6068"	psta530564
"Piscirickettsia salmonis LF-89 = ATCC VR-1361"	gcf_000300295
"Planctopirus limnophila DSM 3776"	plim521674
"Planktomarina temperata RCA23"	gcf_000738435
"Planktothrix agardhii NIVA-CYA 126/8"	gcf_000710505
"Planococcus antarcticus DSM 14505"	gcf_000264415
"Planococcus donghaensis MPA1U2"	pdon933115
"Planococcus halocryophilus Or1"	gcf_000342445
"Planococcus sp. PAMC 21323"	gcf_000785555
"Planomicrobium glaciei CHR43"	gcf_000513535
"Plasmodium berghei ANKA"	pberghei
"Plasmodium chabaudi"	pchabaudi
"Plasmodium falciparum 3D7"	plasmo
"Plasmodium vivax Sal-1"	pvivax
"Plasmodium yoelii yoelii 17XNL"	pyoelii
"Plautia stali symbiont"	psta891974
"Pleomorphomonas koreensis DSM 23070"	gcf_000425185
"Pleomorphomonas oryzae DSM 16300"	gcf_000422965
"Plesiocystis pacifica SIR-1"	gcf_000170895
"Plesiomonas shigelloides 302-73"	gcf_000392595
"Pleurocapsa sp. PCC 7327"	psp118163
"Pluralibacter gergoviae"	gcf_000757785
"Polaribacter irgensii 23-P"	pirg313594
"Polaribacter sp. MED152"	psp313598
"Polaromonas naphthalenivorans CJ2"	pnap365044
"Polaromonas sp. CF318"	psp1144318
"Polaromonas sp. JS666"	psp296591
"Polycyclovorans algicola TG408"	gcf_000711245
"Polymorphum gilvum SL003B-26A1"	pgil991905
"Polynucleobacter necessarius asymbioticus QLW-P1DMWA-1"	pnec312153
"Polynucleobacter necessarius necessarius STIR1"	pnec452638
"Pontibacillus chungwhensis BH030062"	gcf_000770675
"Pontibacillus halophilus JSM 076056 = DSM 19796"	gcf_000425205
"Pontibacillus marinus BH030004 = DSM 16465"	gcf_000425225
"Pontibacillus yanchengensis Y32"	gcf_000770635
"Pontibacter actiniarum DSM 19842"	gcf_000472485
"Pontibacter korlensis"	gcf_000973725
"Pontibacter roseus DSM 17521"	gcf_000373265
"Ponticaulis koreensis DSM 19734"	gcf_000420665
"Porphyrobacter cryptus DSM 12079"	gcf_000422985
"Porphyromonas asaccharolytica DSM 20707"	pasa879243
"Porphyromonas asaccharolytica PR426713P-I"	pasa910312-hmp
"Porphyromonas cangingivalis"	gcf_000766005
"Porphyromonas canoris"	gcf_000769115
"Porphyromonas catoniae ATCC 51270"	gcf_000565015
"Porphyromonas crevioricanis"	gcf_000768955
"Porphyromonas endodontalis ATCC 35406"	pend553175-hmp
"Porphyromonas gingivalis ATCC 33277"	pgin431947
"Porphyromonas gingivalis TDC60"	pgin1030843
"Porphyromonas gingivalis W83"	pgin242619
"Porphyromonas gingivicanis JCM 15907"	gcf_000614585
"Porphyromonas levii DSM 23370"	gcf_000379925
"Porphyromonas macacae DSM 20710 = JCM 13914"	gcf_000379945
"Porphyromonas somerae DSM 23386"	gcf_000372405
"Porphyromonas uenonis 60-3"	puen596327-hmp
"Prauserella rugosa"	gcf_000719975
"Prevotella albensis DSM 11370 = JCM 12258"	gcf_000426565
"Prevotella amnii CRIS 21A-A"	pamn679191-hmp
"Prevotella aurantiaca JCM 15754"	gcf_000614025
"Prevotella baroniae DSM 16972 = JCM 13447"	gcf_000426585
"Prevotella bergensis DSM 17361"	pber585502-hmp
"Prevotella bivia JCVIHMP010"	pbiv553171-hmp
"Prevotella brevis ATCC 19188"	gcf_000621725
"Prevotella bryantii C21a"	gcf_000424605
"Prevotella buccae ATCC 33574"	pbuc873513-hmp
"Prevotella buccae D17"	pbuc575611-hmp
"Prevotella buccalis ATCC 35310"	pbuc679190-hmp
"Prevotella copri DSM 18205"	pcop537011-hmp
"Prevotella corporis DSM 18810 = JCM 8529"	gcf_000430525
"Prevotella dentalis DSM 3688"	pden908937-hmp
"Prevotella dentasini JCM 15908"	gcf_000614065
"Prevotella denticola CRIS 18C-A"	pden944557-hmp
"Prevotella denticola F0289"	pden767031-hmp
"Prevotella disiens FB035-09AN"	pdis866771-hmp
"Prevotella histicola F0411"	phis857291-hmp
"Prevotella intermedia 17"	pint246198
"Prevotella loescheii DSM 19665 = JCM 12249 = ATCC 15930"	gcf_000378085
"Prevotella maculosa OT 289"	pmac999422-hmp
"Prevotella marshii DSM 16973 = JCM 13450"	pmar862515-hmp
"Prevotella melaninogenica ATCC 25845"	pmel553174-hmp
"Prevotella melaninogenica D18"	pmel575612-hmp
"Prevotella micans F0438"	pmic883158-hmp
"Prevotella multiformis DSM 16608"	pmul888743-hmp
"Prevotella multisaccharivorax DSM 17128"	pmul688246
"Prevotella nanceiensis DSM 19126 = JCM 15639"	gcf_000379965
"Prevotella nigrescens ATCC 33563"	pnig997352-hmp
"Prevotella nigrescens F0103"	pnig702439-hmp
"Prevotella oralis ATCC 33269"	pora873533-hmp
"Prevotella oris C735"	pori563008-hmp
"Prevotella oris F0302"	pori649760-hmp
"Prevotella oryzae DSM 17970"	gcf_000585355
"Prevotella oulorum F0390"	poul702438-hmp
"Prevotella pallens ATCC 700821"	ppal997353-hmp
"Prevotella paludivivens DSM 17968 = JCM 13650"	gcf_000373185
"Prevotella pleuritidis JCM 14110"	gcf_000613725
"Prevotella ruminicola 23"	prum264731
"Prevotella saccharolytica JCM 17484"	gcf_000614205
"Prevotella salivae DSM 15606"	psal888832-hmp
"Prevotella scopos JCM 17725"	gcf_000614285
"Prevotella shahii DSM 15611 = JCM 12083"	gcf_000613445
"Prevotella sp. C561"	psp563031-hmp
"Prevotella sp. MSX73"	psp1032506
"Prevotella sp. oral taxon 299 F0039"	psp575614-hmp
"Prevotella sp. oral taxon 299 F0039"	gcf_000163055
"Prevotella sp. oral taxon 317 F0108"	psp575615-hmp
"Prevotella sp. oral taxon 472 F0295"	psp619693-hmp
"Prevotella sp. oral taxon 473 F0040"	psp1035197-hmp
"Prevotella stercorea DSM 18206"	pste1002367-hmp
"Prevotella timonensis CRIS 5C-B1"	ptim679189-hmp
"Prevotella veroralis F0319"	pver649761-hmp
"Prochlorococcus marinus AS9601"	pmar146891
"Prochlorococcus marinus marinus CCMP1375"	pmar167539
"Prochlorococcus marinus MIT 9202"	pmar93058
"Prochlorococcus marinus MIT 9211"	pmar93059
"Prochlorococcus marinus MIT 9215"	pmar93060
"Prochlorococcus marinus MIT 9301"	pmar167546
"Prochlorococcus marinus MIT 9303"	pmar59922
"Prochlorococcus marinus MIT 9312"	pmar74546
"Prochlorococcus marinus MIT 9313"	pmar74547
"Prochlorococcus marinus MIT 9515"	pmar167542
"Prochlorococcus marinus NATL1A"	pmar167555
"Prochlorococcus marinus NATL2A"	pmar59920
"Prochlorococcus marinus pastoris CCMP1986"	pmar59919
"Prochlorothrix hollandica PCC 9006"	gcf_000332315
"Prolixibacter bellariivorans ATCC BAA-1284"	gcf_000621705
"Promicromonospora sukumoe 327MFSha3.1"	gcf_000385135
"Propionibacterium acidifaciens DSM 21887"	gcf_000426605
"Propionibacterium acidipropionici ATCC 4875"	paci1171373
"Propionibacterium acnes 266"	pacn909952
"Propionibacterium acnes 6609"	pacn1031709
"Propionibacterium acnes ATCC 11828"	pacn1091045
"Propionibacterium acnes C1"	pacn1234380
"Propionibacterium acnes HL001PA1"	pacn765105-hmp
"Propionibacterium acnes HL002PA1"	pacn765115-hmp
"Propionibacterium acnes HL002PA2"	pacn765116-hmp
"Propionibacterium acnes HL002PA3"	pacn765117-hmp
"Propionibacterium acnes HL005PA1"	pacn765096-hmp
"Propionibacterium acnes HL005PA2"	pacn765097-hmp
"Propionibacterium acnes HL005PA3"	pacn765098-hmp
"Propionibacterium acnes HL005PA4"	pacn765099-hmp
"Propionibacterium acnes HL007PA1"	pacn765118-hmp
"Propionibacterium acnes HL013PA1"	pacn765069-hmp
"Propionibacterium acnes HL013PA2"	pacn765070-hmp
"Propionibacterium acnes HL020PA1"	pacn765065-hmp
"Propionibacterium acnes HL025PA1"	pacn765089-hmp
"Propionibacterium acnes HL025PA2"	pacn765090-hmp
"Propionibacterium acnes HL027PA1"	pacn765111-hmp
"Propionibacterium acnes HL027PA2"	pacn765112-hmp
"Propionibacterium acnes HL030PA1"	pacn765103-hmp
"Propionibacterium acnes HL030PA2"	pacn765104-hmp
"Propionibacterium acnes HL036PA1"	pacn765106-hmp
"Propionibacterium acnes HL036PA2"	pacn765107-hmp
"Propionibacterium acnes HL036PA3"	pacn765108-hmp
"Propionibacterium acnes HL037PA1"	pacn765122-hmp
"Propionibacterium acnes HL037PA2"	pacn765123-hmp
"Propionibacterium acnes HL038PA1"	pacn765085-hmp
"Propionibacterium acnes HL043PA1"	pacn765072-hmp
"Propionibacterium acnes HL043PA2"	pacn765073-hmp
"Propionibacterium acnes HL045PA1"	pacn765068-hmp
"Propionibacterium acnes HL046PA1"	pacn765094-hmp
"Propionibacterium acnes HL046PA2"	pacn765095-hmp
"Propionibacterium acnes HL050PA1"	pacn765100-hmp
"Propionibacterium acnes HL050PA2"	pacn765101-hmp
"Propionibacterium acnes HL050PA3"	pacn765102-hmp
"Propionibacterium acnes HL053PA1"	pacn765066-hmp
"Propionibacterium acnes HL053PA2"	pacn765067-hmp
"Propionibacterium acnes HL056PA1"	pacn765119-hmp
"Propionibacterium acnes HL059PA1"	pacn765091-hmp
"Propionibacterium acnes HL059PA2"	pacn765092-hmp
"Propionibacterium acnes HL060PA1"	pacn765084-hmp
"Propionibacterium acnes HL063PA1"	pacn765113-hmp
"Propionibacterium acnes HL063PA2"	pacn765114-hmp
"Propionibacterium acnes HL067PA1"	pacn765110-hmp
"Propionibacterium acnes HL072PA1"	pacn765074-hmp
"Propionibacterium acnes HL072PA2"	pacn765075-hmp
"Propionibacterium acnes HL074PA1"	pacn765076-hmp
"Propionibacterium acnes HL078PA1"	pacn765071-hmp
"Propionibacterium acnes HL082PA1"	pacn765120-hmp
"Propionibacterium acnes HL082PA2"	pacn765121-hmp
"Propionibacterium acnes HL083PA1"	pacn765087-hmp
"Propionibacterium acnes HL083PA2"	pacn765088-hmp
"Propionibacterium acnes HL086PA1"	pacn765093-hmp
"Propionibacterium acnes HL087PA1"	pacn765081-hmp
"Propionibacterium acnes HL087PA2"	pacn765082-hmp
"Propionibacterium acnes HL087PA3"	pacn765083-hmp
"Propionibacterium acnes HL092PA1"	pacn765086-hmp
"Propionibacterium acnes HL096PA1"	pacn1134454
"Propionibacterium acnes HL096PA2"	pacn765058-hmp
"Propionibacterium acnes HL096PA3"	pacn765057-hmp
"Propionibacterium acnes HL097PA1"	pacn765064-hmp
"Propionibacterium acnes HL099PA1"	pacn765063-hmp
"Propionibacterium acnes HL103PA1"	pacn765061-hmp
"Propionibacterium acnes HL110PA1"	pacn765077-hmp
"Propionibacterium acnes HL110PA2"	pacn765078-hmp
